destination,date,passengers
NICE-COTE D'AZUR,2011-01-01,757
PARIS-CHARLES DE GAULLE,2011-01-01,2386
MILANO/MALPENSA,2011-01-01,1031
ROMA/FIUMICINO,2011-01-01,883
AGADIR/AL MASSIRA,2011-01-01,1035
AMSTERDAM/SCHIPHOL,2011-01-01,3510
PORTO,2011-01-01,5833
LISBOA,2011-01-01,1050
DJERBA/ZARZIS,2011-01-01,717
LONDON/CITY,2011-01-01,5739
WIEN-SCHWECHAT,2010-12-01,2162
GENEVA,2010-12-01,851
ZURICH,2010-12-01,4201
FRANKFURT/MAIN,2010-12-01,3614
MUENCHEN,2010-12-01,3713
SAARBRUECKEN,2010-12-01,1349
KOBENHAVN/KASTRUP,2010-12-01,2166
GRAN CANARIA,2010-12-01,1211
TENERIFE SUR/REINA SOFIA,2010-12-01,501
BARCELONA/EL PRAT,2010-12-01,626
ADOLFO SUAREZ MADRID-BARAJAS,2010-12-01,921
NICE-COTE D'AZUR,2010-12-01,765
PARIS-CHARLES DE GAULLE,2010-12-01,1966
MILANO/MALPENSA,2010-12-01,918
ROMA/FIUMICINO,2010-12-01,1139
AGADIR/AL MASSIRA,2010-12-01,710
AMSTERDAM/SCHIPHOL,2010-12-01,3020
PORTO,2010-12-01,5118
LISBOA,2010-12-01,1135
MONASTIR/HABIB BOURGUIBA,2010-12-01,202
DJERBA/ZARZIS,2010-12-01,237
ANTALYA (MIL-CIV),2010-12-01,0
LONDON GATWICK,2010-12-01,2691
LONDON/CITY,2010-12-01,4847
WIEN-SCHWECHAT,2010-11-01,2266
GENEVA,2010-11-01,1443
ZURICH,2010-11-01,5193
FRANKFURT/MAIN,2010-11-01,5182
MUENCHEN,2010-11-01,4600
SAARBRUECKEN,2010-11-01,1494
KOBENHAVN/KASTRUP,2010-11-01,2614
GRAN CANARIA,2010-11-01,1129
TENERIFE SUR/REINA SOFIA,2010-11-01,868
BARCELONA/EL PRAT,2010-11-01,874
ADOLFO SUAREZ MADRID-BARAJAS,2010-11-01,1325
PALMA DE MALLORCA,2010-11-01,137
NICE-COTE D'AZUR,2010-11-01,920
PARIS-CHARLES DE GAULLE,2010-11-01,2595
MILANO/MALPENSA,2010-11-01,1437
ROMA/FIUMICINO,2010-11-01,1316
AGADIR/AL MASSIRA,2010-11-01,1175
AMSTERDAM/SCHIPHOL,2010-11-01,4528
PORTO,2010-11-01,3937
LISBOA,2010-11-01,895
MONASTIR/HABIB BOURGUIBA,2010-11-01,642
DJERBA/ZARZIS,2010-11-01,1516
ANTALYA (MIL-CIV),2010-11-01,957
LONDON GATWICK,2010-11-01,2830
LONDON/CITY,2010-11-01,7323
WIEN-SCHWECHAT,2010-10-01,2619
GENEVA,2010-10-01,1341
ZURICH,2010-10-01,5024
FRANKFURT/MAIN,2010-10-01,5477
MUENCHEN,2010-10-01,665
SAARBRUECKEN,2010-10-01,4037
KOBENHAVN/KASTRUP,2010-10-01,2815
GRAN CANARIA,2010-10-01,956
TENERIFE SUR/REINA SOFIA,2010-10-01,1324
BARCELONA/EL PRAT,2010-10-01,1219
ADOLFO SUAREZ MADRID-BARAJAS,2010-10-01,1312
PALMA DE MALLORCA,2010-10-01,2337
NICE-COTE D'AZUR,2010-10-01,1099
PARIS-CHARLES DE GAULLE,2010-10-01,2706
MILANO/MALPENSA,2010-10-01,1503
ROMA/FIUMICINO,2010-10-01,1698
AGADIR/AL MASSIRA,2010-10-01,1155
AMSTERDAM/SCHIPHOL,2010-10-01,4769
PORTO,2010-10-01,4178
LISBOA,2010-10-01,1110
MONASTIR/HABIB BOURGUIBA,2010-10-01,2265
DJERBA/ZARZIS,2010-10-01,3376
ANTALYA (MIL-CIV),2010-10-01,1497
LONDON GATWICK,2010-10-01,2854
LONDON/CITY,2010-10-01,6905
WIEN-SCHWECHAT,2010-09-01,2673
GENEVA,2010-09-01,1428
ZURICH,2010-09-01,5028
FRANKFURT/MAIN,2010-09-01,5417
MUENCHEN,2010-09-01,338
SAARBRUECKEN,2010-09-01,4280
KOBENHAVN/KASTRUP,2010-09-01,2760
GRAN CANARIA,2010-09-01,1153
TENERIFE SUR/REINA SOFIA,2010-09-01,1401
BARCELONA/EL PRAT,2010-09-01,1419
ADOLFO SUAREZ MADRID-BARAJAS,2010-09-01,1388
PALMA DE MALLORCA,2010-09-01,4077
NICE-COTE D'AZUR,2010-09-01,1509
PARIS-CHARLES DE GAULLE,2010-09-01,3022
MILANO/MALPENSA,2010-09-01,1385
ROMA/FIUMICINO,2010-09-01,1706
AGADIR/AL MASSIRA,2010-09-01,1032
AMSTERDAM/SCHIPHOL,2010-09-01,5229
PORTO,2010-09-01,5325
LISBOA,2010-09-01,1480
MONASTIR/HABIB BOURGUIBA,2010-09-01,2028
DJERBA/ZARZIS,2010-09-01,2980
ANTALYA (MIL-CIV),2010-09-01,2129
LONDON GATWICK,2010-09-01,3043
LONDON/CITY,2010-09-01,6476
WIEN-SCHWECHAT,2010-08-01,2036
GENEVA,2010-08-01,780
ZURICH,2010-08-01,4215
FRANKFURT/MAIN,2010-08-01,5192
MUENCHEN,2010-08-01,237
SAARBRUECKEN,2010-08-01,3817
KOBENHAVN/KASTRUP,2010-08-01,2111
GRAN CANARIA,2010-08-01,1076
TENERIFE SUR/REINA SOFIA,2010-08-01,1411
BARCELONA/EL PRAT,2010-08-01,1702
ADOLFO SUAREZ MADRID-BARAJAS,2010-08-01,854
PALMA DE MALLORCA,2010-08-01,5211
NICE-COTE D'AZUR,2010-08-01,1707
PARIS-CHARLES DE GAULLE,2010-08-01,2544
MILANO/MALPENSA,2010-08-01,860
ROMA/FIUMICINO,2010-08-01,1681
AGADIR/AL MASSIRA,2010-08-01,1208
AMSTERDAM/SCHIPHOL,2010-08-01,4094
PORTO,2010-08-01,7731
LISBOA,2010-08-01,1424
MONASTIR/HABIB BOURGUIBA,2010-08-01,3720
DJERBA/ZARZIS,2010-08-01,5272
ANTALYA (MIL-CIV),2010-08-01,3334
LONDON GATWICK,2010-08-01,2631
LONDON/CITY,2010-08-01,5638
WIEN-SCHWECHAT,2010-07-01,2107
GENEVA,2010-07-01,1047
ZURICH,2010-07-01,3770
FRANKFURT/MAIN,2010-07-01,3920
MUENCHEN,2010-07-01,240
SAARBRUECKEN,2010-07-01,3514
KOBENHAVN/KASTRUP,2010-07-01,1896
GRAN CANARIA,2010-07-01,1058
TENERIFE SUR/REINA SOFIA,2010-07-01,1350
BARCELONA/EL PRAT,2010-07-01,1365
ADOLFO SUAREZ MADRID-BARAJAS,2010-07-01,1080
PALMA DE MALLORCA,2010-07-01,4682
NICE-COTE D'AZUR,2010-07-01,1425
PARIS-CHARLES DE GAULLE,2010-07-01,2253
MILANO/MALPENSA,2010-07-01,1231
ROMA/FIUMICINO,2010-07-01,1313
AGADIR/AL MASSIRA,2010-07-01,1121
AMSTERDAM/SCHIPHOL,2010-07-01,3745
PORTO,2010-07-01,3321
LISBOA,2010-07-01,786
MONASTIR/HABIB BOURGUIBA,2010-07-01,3716
DJERBA/ZARZIS,2010-07-01,4813
ANTALYA (MIL-CIV),2010-07-01,1916
LONDON GATWICK,2010-07-01,2685
LONDON/CITY,2010-07-01,6055
WIEN-SCHWECHAT,2010-06-01,2613
GENEVA,2010-06-01,1491
ZURICH,2010-06-01,4719
FRANKFURT/MAIN,2010-06-01,4758
MUENCHEN,2010-06-01,350
SAARBRUECKEN,2010-06-01,3741
KOBENHAVN/KASTRUP,2010-06-01,3120
GRAN CANARIA,2010-06-01,864
TENERIFE SUR/REINA SOFIA,2010-06-01,899
BARCELONA/EL PRAT,2010-06-01,1215
ADOLFO SUAREZ MADRID-BARAJAS,2010-06-01,1470
PALMA DE MALLORCA,2010-06-01,2959
NICE-COTE D'AZUR,2010-06-01,1422
PARIS-CHARLES DE GAULLE,2010-06-01,2546
MILANO/MALPENSA,2010-06-01,1368
ROMA/FIUMICINO,2010-06-01,1435
AGADIR/AL MASSIRA,2010-06-01,1243
AMSTERDAM/SCHIPHOL,2010-06-01,4306
PORTO,2010-06-01,3504
LISBOA,2010-06-01,908
MONASTIR/HABIB BOURGUIBA,2010-06-01,1291
DJERBA/ZARZIS,2010-06-01,2372
ANTALYA (MIL-CIV),2010-06-01,1283
LONDON GATWICK,2010-06-01,2919
LONDON/CITY,2010-06-01,6543
WIEN-SCHWECHAT,2010-05-01,2615
GENEVA,2010-05-01,1247
ZURICH,2010-05-01,4585
FRANKFURT/MAIN,2010-05-01,4735
MUENCHEN,2010-05-01,424
SAARBRUECKEN,2010-05-01,3738
KOBENHAVN/KASTRUP,2010-05-01,2840
GRAN CANARIA,2010-05-01,962
TENERIFE SUR/REINA SOFIA,2010-05-01,1245
BARCELONA/EL PRAT,2010-05-01,1358
ADOLFO SUAREZ MADRID-BARAJAS,2010-05-01,1467
PALMA DE MALLORCA,2010-05-01,2751
NICE-COTE D'AZUR,2010-05-01,1427
PARIS-CHARLES DE GAULLE,2010-05-01,2468
MILANO/MALPENSA,2010-05-01,1400
ROMA/FIUMICINO,2010-05-01,1593
AGADIR/AL MASSIRA,2010-05-01,966
AMSTERDAM/SCHIPHOL,2010-05-01,3870
PORTO,2010-05-01,3839
LISBOA,2010-05-01,1385
MONASTIR/HABIB BOURGUIBA,2010-05-01,1645
DJERBA/ZARZIS,2010-05-01,2256
ANTALYA (MIL-CIV),2010-05-01,1020
LONDON GATWICK,2010-05-01,2875
LONDON/CITY,2010-05-01,6556
WIEN-SCHWECHAT,2010-04-01,1997
GENEVA,2010-04-01,925
ZURICH,2010-04-01,3910
FRANKFURT/MAIN,2010-04-01,3716
MUENCHEN,2010-04-01,270
SAARBRUECKEN,2010-04-01,2905
KOBENHAVN/KASTRUP,2010-04-01,1698
GRAN CANARIA,2010-04-01,983
TENERIFE SUR/REINA SOFIA,2010-04-01,1295
BARCELONA/EL PRAT,2010-04-01,1123
ADOLFO SUAREZ MADRID-BARAJAS,2010-04-01,1329
PALMA DE MALLORCA,2010-04-01,944
NICE-COTE D'AZUR,2010-04-01,990
PARIS-CHARLES DE GAULLE,2010-04-01,2077
MILANO/MALPENSA,2010-04-01,1044
ROMA/FIUMICINO,2010-04-01,1218
AGADIR/AL MASSIRA,2010-04-01,1747
AMSTERDAM/SCHIPHOL,2010-04-01,3373
PORTO,2010-04-01,3449
LISBOA,2010-04-01,1079
MONASTIR/HABIB BOURGUIBA,2010-04-01,1550
DJERBA/ZARZIS,2010-04-01,2285
ANTALYA (MIL-CIV),2010-04-01,681
LONDON GATWICK,2010-04-01,2226
LONDON/CITY,2010-04-01,4595
WIEN-SCHWECHAT,2010-03-01,2357
GENEVA,2010-03-01,1590
ZURICH,2010-03-01,4542
FRANKFURT/MAIN,2010-03-01,4500
MUENCHEN,2010-03-01,668
SAARBRUECKEN,2010-03-01,6046
KOBENHAVN/KASTRUP,2010-03-01,2578
GRAN CANARIA,2010-03-01,1257
TENERIFE SUR/REINA SOFIA,2010-03-01,930
BARCELONA/EL PRAT,2010-03-01,1029
ADOLFO SUAREZ MADRID-BARAJAS,2010-03-01,1383
PALMA DE MALLORCA,2010-03-01,277
NICE-COTE D'AZUR,2010-03-01,1128
PARIS-CHARLES DE GAULLE,2010-03-01,2203
MILANO/MALPENSA,2010-03-01,1412
ROMA/FIUMICINO,2010-03-01,1076
AGADIR/AL MASSIRA,2010-03-01,346
AMSTERDAM/SCHIPHOL,2010-03-01,3536
PORTO,2010-03-01,3802
LISBOA,2010-03-01,266
MONASTIR/HABIB BOURGUIBA,2010-03-01,855
DJERBA/ZARZIS,2010-03-01,932
ANTALYA (MIL-CIV),2010-03-01,6
LONDON GATWICK,2010-03-01,2446
LONDON/CITY,2010-03-01,6394
WIEN-SCHWECHAT,2010-02-01,1911
GENEVA,2010-02-01,1171
ZURICH,2010-02-01,3730
FRANKFURT/MAIN,2010-02-01,3368
MUENCHEN,2010-02-01,284
SAARBRUECKEN,2010-02-01,3577
KOBENHAVN/KASTRUP,2010-02-01,1853
GRAN CANARIA,2010-02-01,480
TENERIFE SUR/REINA SOFIA,2010-02-01,940
BARCELONA/EL PRAT,2010-02-01,829
ADOLFO SUAREZ MADRID-BARAJAS,2010-02-01,1066
PALMA DE MALLORCA,2010-02-01,124
NICE-COTE D'AZUR,2010-02-01,768
PARIS-CHARLES DE GAULLE,2010-02-01,1931
MILANO/MALPENSA,2010-02-01,1180
ROMA/FIUMICINO,2010-02-01,903
AGADIR/AL MASSIRA,2010-02-01,962
AMSTERDAM/SCHIPHOL,2010-02-01,2969
PORTO,2010-02-01,2911
LISBOA,2010-02-01,131
MONASTIR/HABIB BOURGUIBA,2010-02-01,751
DJERBA/ZARZIS,2010-02-01,746
LONDON GATWICK,2010-02-01,2292
LONDON/CITY,2010-02-01,5631
WIEN-SCHWECHAT,2010-01-01,1930
GENEVA,2010-01-01,1080
ZURICH,2010-01-01,4097
FRANKFURT/MAIN,2010-01-01,4033
MUENCHEN,2010-01-01,447
SAARBRUECKEN,2010-01-01,2657
KOBENHAVN/KASTRUP,2010-01-01,1856
GRAN CANARIA,2010-01-01,675
TENERIFE SUR/REINA SOFIA,2010-01-01,886
BARCELONA/EL PRAT,2010-01-01,844
ADOLFO SUAREZ MADRID-BARAJAS,2010-01-01,1256
PALMA DE MALLORCA,2010-01-01,0
NICE-COTE D'AZUR,2010-01-01,780
PARIS-CHARLES DE GAULLE,2010-01-01,2310
MILANO/MALPENSA,2010-01-01,1121
ROMA/FIUMICINO,2010-01-01,915
AGADIR/AL MASSIRA,2010-01-01,707
AMSTERDAM/SCHIPHOL,2010-01-01,2923
PORTO,2010-01-01,5337
MONASTIR/HABIB BOURGUIBA,2010-01-01,660
DJERBA/ZARZIS,2010-01-01,141
LONDON GATWICK,2010-01-01,1831
LONDON/CITY,2010-01-01,4930
WIEN-SCHWECHAT,2009-12-01,2301
GENEVA,2009-12-01,1020
ZURICH,2009-12-01,4253
FRANKFURT/MAIN,2009-12-01,3662
SAARBRUECKEN,2009-12-01,2783
BERLIN-TEGEL,2009-12-01,1034
KOBENHAVN/KASTRUP,2009-12-01,1987
HURGHADA / INTL,2009-12-01,972
GRAN CANARIA,2009-12-01,940
TENERIFE SUR/REINA SOFIA,2009-12-01,703
BARCELONA/EL PRAT,2009-12-01,987
ADOLFO SUAREZ MADRID-BARAJAS,2009-12-01,1183
NICE-COTE D'AZUR,2009-12-01,839
PARIS-CHARLES DE GAULLE,2009-12-01,2310
MILANO/MALPENSA,2009-12-01,1098
ROMA/FIUMICINO,2009-12-01,1018
AMSTERDAM/SCHIPHOL,2009-12-01,2516
PORTO,2009-12-01,4722
LISBOA,2009-12-01,492
MONASTIR/HABIB BOURGUIBA,2009-12-01,733
DJERBA/ZARZIS,2009-12-01,243
LONDON GATWICK,2009-12-01,3128
LONDON/CITY,2009-12-01,6063
WIEN-SCHWECHAT,2009-11-01,2379
GENEVA,2009-11-01,1437
ZURICH,2009-11-01,5242
FRANKFURT/MAIN,2009-11-01,4354
SAARBRUECKEN,2009-11-01,3127
BERLIN-TEGEL,2009-11-01,1101
KOBENHAVN/KASTRUP,2009-11-01,2406
HURGHADA / INTL,2009-11-01,950
GRAN CANARIA,2009-11-01,1166
TENERIFE SUR/REINA SOFIA,2009-11-01,770
BARCELONA/EL PRAT,2009-11-01,1246
ADOLFO SUAREZ MADRID-BARAJAS,2009-11-01,1439
PALMA DE MALLORCA,2009-11-01,182
NICE-COTE D'AZUR,2009-11-01,932
PARIS-CHARLES DE GAULLE,2009-11-01,2574
MILANO/MALPENSA,2009-11-01,1390
ROMA/FIUMICINO,2009-11-01,1095
AMSTERDAM/SCHIPHOL,2009-11-01,3093
PORTO,2009-11-01,3973
MONASTIR/HABIB BOURGUIBA,2009-11-01,1568
DJERBA/ZARZIS,2009-11-01,2164
LONDON GATWICK,2009-11-01,2866
LONDON/CITY,2009-11-01,6458
WIEN-SCHWECHAT,2009-10-01,2675
GENEVA,2009-10-01,1405
ZURICH,2009-10-01,5327
FRANKFURT/MAIN,2009-10-01,4447
SAARBRUECKEN,2009-10-01,3286
BERLIN-TEGEL,2009-10-01,963
KOBENHAVN/KASTRUP,2009-10-01,2566
HURGHADA / INTL,2009-10-01,1274
GRAN CANARIA,2009-10-01,1086
TENERIFE SUR/REINA SOFIA,2009-10-01,1372
BARCELONA/EL PRAT,2009-10-01,1159
ADOLFO SUAREZ MADRID-BARAJAS,2009-10-01,1489
PALMA DE MALLORCA,2009-10-01,1752
NICE-COTE D'AZUR,2009-10-01,1173
PARIS-CHARLES DE GAULLE,2009-10-01,2676
MILANO/MALPENSA,2009-10-01,1391
ROMA/FIUMICINO,2009-10-01,1298
AMSTERDAM/SCHIPHOL,2009-10-01,3334
PORTO,2009-10-01,3851
LISBOA,2009-10-01,890
MONASTIR/HABIB BOURGUIBA,2009-10-01,2427
DJERBA/ZARZIS,2009-10-01,2444
LONDON GATWICK,2009-10-01,2761
LONDON/CITY,2009-10-01,6038
WIEN-SCHWECHAT,2009-09-01,2400
GENEVA,2009-09-01,1325
ZURICH,2009-09-01,5110
FRANKFURT/MAIN,2009-09-01,5237
SAARBRUECKEN,2009-09-01,2998
BERLIN-TEGEL,2009-09-01,1069
KOBENHAVN/KASTRUP,2009-09-01,2632
HURGHADA / INTL,2009-09-01,875
GRAN CANARIA,2009-09-01,1135
TENERIFE SUR/REINA SOFIA,2009-09-01,1160
BARCELONA/EL PRAT,2009-09-01,1329
ADOLFO SUAREZ MADRID-BARAJAS,2009-09-01,1436
PALMA DE MALLORCA,2009-09-01,3492
NICE-COTE D'AZUR,2009-09-01,1573
PARIS-CHARLES DE GAULLE,2009-09-01,2596
MILANO/MALPENSA,2009-09-01,1345
ROMA/FIUMICINO,2009-09-01,1322
AMSTERDAM/SCHIPHOL,2009-09-01,3656
PORTO,2009-09-01,4168
LISBOA,2009-09-01,1518
MONASTIR/HABIB BOURGUIBA,2009-09-01,2068
DJERBA/ZARZIS,2009-09-01,2671
LONDON GATWICK,2009-09-01,3068
LONDON/CITY,2009-09-01,5343
WIEN-SCHWECHAT,2009-08-01,1938
GENEVA,2009-08-01,733
ZURICH,2009-08-01,4236
FRANKFURT/MAIN,2009-08-01,5697
SAARBRUECKEN,2009-08-01,2626
BERLIN-TEGEL,2009-08-01,914
KOBENHAVN/KASTRUP,2009-08-01,2036
HURGHADA / INTL,2009-08-01,1309
GRAN CANARIA,2009-08-01,1146
TENERIFE SUR/REINA SOFIA,2009-08-01,1253
BARCELONA/EL PRAT,2009-08-01,1640
ADOLFO SUAREZ MADRID-BARAJAS,2009-08-01,1023
PALMA DE MALLORCA,2009-08-01,5700
NICE-COTE D'AZUR,2009-08-01,1836
PARIS-CHARLES DE GAULLE,2009-08-01,2208
MILANO/MALPENSA,2009-08-01,869
ROMA/FIUMICINO,2009-08-01,1460
AMSTERDAM/SCHIPHOL,2009-08-01,3315
PORTO,2009-08-01,6760
LISBOA,2009-08-01,1720
MONASTIR/HABIB BOURGUIBA,2009-08-01,3687
DJERBA/ZARZIS,2009-08-01,5513
LONDON GATWICK,2009-08-01,2523
LONDON/CITY,2009-08-01,4366
WIEN-SCHWECHAT,2009-07-01,2126
GENEVA,2009-07-01,1137
ZURICH,2009-07-01,3403
FRANKFURT/MAIN,2009-07-01,4432
SAARBRUECKEN,2009-07-01,2822
BERLIN-TEGEL,2009-07-01,1003
KOBENHAVN/KASTRUP,2009-07-01,1813
HURGHADA / INTL,2009-07-01,874
GRAN CANARIA,2009-07-01,1033
TENERIFE SUR/REINA SOFIA,2009-07-01,1129
BARCELONA/EL PRAT,2009-07-01,1322
ADOLFO SUAREZ MADRID-BARAJAS,2009-07-01,1219
PALMA DE MALLORCA,2009-07-01,4384
NICE-COTE D'AZUR,2009-07-01,1458
PARIS-CHARLES DE GAULLE,2009-07-01,1960
MILANO/MALPENSA,2009-07-01,1131
ROMA/FIUMICINO,2009-07-01,1177
AMSTERDAM/SCHIPHOL,2009-07-01,3016
PORTO,2009-07-01,2967
LISBOA,2009-07-01,1005
MONASTIR/HABIB BOURGUIBA,2009-07-01,2828
DJERBA/ZARZIS,2009-07-01,4930
LONDON GATWICK,2009-07-01,3026
LONDON/CITY,2009-07-01,5186
WIEN-SCHWECHAT,2009-06-01,2499
GENEVA,2009-06-01,1364
ZURICH,2009-06-01,4840
FRANKFURT/MAIN,2009-06-01,5127
SAARBRUECKEN,2009-06-01,3063
BERLIN-TEGEL,2009-06-01,976
KOBENHAVN/KASTRUP,2009-06-01,2958
HURGHADA / INTL,2009-06-01,589
GRAN CANARIA,2009-06-01,844
TENERIFE SUR/REINA SOFIA,2009-06-01,869
BARCELONA/EL PRAT,2009-06-01,1254
ADOLFO SUAREZ MADRID-BARAJAS,2009-06-01,1682
PALMA DE MALLORCA,2009-06-01,2824
NICE-COTE D'AZUR,2009-06-01,1409
PARIS-CHARLES DE GAULLE,2009-06-01,2326
MILANO/MALPENSA,2009-06-01,1246
ROMA/FIUMICINO,2009-06-01,1038
AMSTERDAM/SCHIPHOL,2009-06-01,3254
PORTO,2009-06-01,3981
LISBOA,2009-06-01,1034
MONASTIR/HABIB BOURGUIBA,2009-06-01,1861
DJERBA/ZARZIS,2009-06-01,2467
LONDON GATWICK,2009-06-01,3220
LONDON/CITY,2009-06-01,5654
WIEN-SCHWECHAT,2009-05-01,2565
GENEVA,2009-05-01,1259
ZURICH,2009-05-01,4224
FRANKFURT/MAIN,2009-05-01,5143
SAARBRUECKEN,2009-05-01,2944
BERLIN-TEGEL,2009-05-01,982
KOBENHAVN/KASTRUP,2009-05-01,2309
HURGHADA / INTL,2009-05-01,1288
GRAN CANARIA,2009-05-01,993
TENERIFE SUR/REINA SOFIA,2009-05-01,1024
BARCELONA/EL PRAT,2009-05-01,1349
ADOLFO SUAREZ MADRID-BARAJAS,2009-05-01,1374
PALMA DE MALLORCA,2009-05-01,2579
NICE-COTE D'AZUR,2009-05-01,1342
PARIS-CHARLES DE GAULLE,2009-05-01,2223
MILANO/MALPENSA,2009-05-01,1328
ROMA/FIUMICINO,2009-05-01,1333
AMSTERDAM/SCHIPHOL,2009-05-01,2919
PORTO,2009-05-01,4128
LISBOA,2009-05-01,1125
MONASTIR/HABIB BOURGUIBA,2009-05-01,2006
DJERBA/ZARZIS,2009-05-01,2463
LONDON GATWICK,2009-05-01,3193
LONDON/CITY,2009-05-01,5268
WIEN-SCHWECHAT,2009-04-01,2336
GENEVA,2009-04-01,1229
ZURICH,2009-04-01,3945
FRANKFURT/MAIN,2009-04-01,5329
SAARBRUECKEN,2009-04-01,2788
BERLIN-TEGEL,2009-04-01,1200
KOBENHAVN/KASTRUP,2009-04-01,2286
HURGHADA / INTL,2009-04-01,1578
GRAN CANARIA,2009-04-01,1393
TENERIFE SUR/REINA SOFIA,2009-04-01,960
BARCELONA/EL PRAT,2009-04-01,1253
ADOLFO SUAREZ MADRID-BARAJAS,2009-04-01,1610
PALMA DE MALLORCA,2009-04-01,1320
NICE-COTE D'AZUR,2009-04-01,1217
PARIS-CHARLES DE GAULLE,2009-04-01,2595
MILANO/MALPENSA,2009-04-01,1241
ROMA/FIUMICINO,2009-04-01,1177
AMSTERDAM/SCHIPHOL,2009-04-01,3129
PORTO,2009-04-01,4251
LISBOA,2009-04-01,1120
MONASTIR/HABIB BOURGUIBA,2009-04-01,1779
DJERBA/ZARZIS,2009-04-01,3746
LONDON GATWICK,2009-04-01,3215
LONDON/CITY,2009-04-01,5103
WIEN-SCHWECHAT,2009-03-01,2383
GENEVA,2009-03-01,1585
ZURICH,2009-03-01,3734
FRANKFURT/MAIN,2009-03-01,5472
SAARBRUECKEN,2009-03-01,2757
BERLIN-TEGEL,2009-03-01,1105
KOBENHAVN/KASTRUP,2009-03-01,2353
HURGHADA / INTL,2009-03-01,883
GRAN CANARIA,2009-03-01,1310
TENERIFE SUR/REINA SOFIA,2009-03-01,535
BARCELONA/EL PRAT,2009-03-01,876
ADOLFO SUAREZ MADRID-BARAJAS,2009-03-01,1323
PALMA DE MALLORCA,2009-03-01,258
NICE-COTE D'AZUR,2009-03-01,1060
PARIS-CHARLES DE GAULLE,2009-03-01,2680
MILANO/MALPENSA,2009-03-01,1395
ROMA/FIUMICINO,2009-03-01,994
AMSTERDAM/SCHIPHOL,2009-03-01,3015
PORTO,2009-03-01,3244
LISBOA,2009-03-01,796
MONASTIR/HABIB BOURGUIBA,2009-03-01,920
DJERBA/ZARZIS,2009-03-01,1273
LONDON GATWICK,2009-03-01,3085
LONDON/CITY,2009-03-01,5618
WIEN-SCHWECHAT,2009-02-01,1839
GENEVA,2009-02-01,1183
ZURICH,2009-02-01,2696
FRANKFURT/MAIN,2009-02-01,4161
SAARBRUECKEN,2009-02-01,2216
BERLIN-TEGEL,2009-02-01,933
KOBENHAVN/KASTRUP,2009-02-01,1713
HURGHADA / INTL,2009-02-01,1393
GRAN CANARIA,2009-02-01,1239
TENERIFE SUR/REINA SOFIA,2009-02-01,1130
BARCELONA/EL PRAT,2009-02-01,892
ADOLFO SUAREZ MADRID-BARAJAS,2009-02-01,1115
PALMA DE MALLORCA,2009-02-01,218
NICE-COTE D'AZUR,2009-02-01,805
PARIS-CHARLES DE GAULLE,2009-02-01,2136
MILANO/MALPENSA,2009-02-01,1304
ROMA/FIUMICINO,2009-02-01,989
AMSTERDAM/SCHIPHOL,2009-02-01,2156
PORTO,2009-02-01,2319
LISBOA,2009-02-01,616
MONASTIR/HABIB BOURGUIBA,2009-02-01,802
DJERBA/ZARZIS,2009-02-01,830
LONDON GATWICK,2009-02-01,2398
LONDON/CITY,2009-02-01,4761
WIEN-SCHWECHAT,2009-01-01,1972
GENEVA,2009-01-01,1207
ZURICH,2009-01-01,3306
FRANKFURT/MAIN,2009-01-01,4666
SAARBRUECKEN,2009-01-01,2446
BERLIN-TEGEL,2009-01-01,1013
KOBENHAVN/KASTRUP,2009-01-01,1755
HURGHADA / INTL,2009-01-01,866
GRAN CANARIA,2009-01-01,1652
TENERIFE SUR/REINA SOFIA,2009-01-01,893
BARCELONA/EL PRAT,2009-01-01,700
ADOLFO SUAREZ MADRID-BARAJAS,2009-01-01,1421
PALMA DE MALLORCA,2009-01-01,220
NICE-COTE D'AZUR,2009-01-01,739
PARIS-CHARLES DE GAULLE,2009-01-01,2735
MILANO/MALPENSA,2009-01-01,1220
ROMA/FIUMICINO,2009-01-01,864
AMSTERDAM/SCHIPHOL,2009-01-01,2357
PORTO,2009-01-01,4333
LISBOA,2009-01-01,912
MONASTIR/HABIB BOURGUIBA,2009-01-01,939
DJERBA/ZARZIS,2009-01-01,505
LONDON GATWICK,2009-01-01,1933
LONDON/CITY,2009-01-01,4599
WIEN-SCHWECHAT,2008-12-01,2340
GENEVA,2008-12-01,1142
ZURICH,2008-12-01,3114
FRANKFURT/MAIN,2008-12-01,4306
SAARBRUECKEN,2008-12-01,2424
BERLIN-TEGEL,2008-12-01,1133
KOBENHAVN/KASTRUP,2008-12-01,1797
HURGHADA / INTL,2008-12-01,183
GRAN CANARIA,2008-12-01,1270
TENERIFE SUR/REINA SOFIA,2008-12-01,777
BARCELONA/EL PRAT,2008-12-01,778
ADOLFO SUAREZ MADRID-BARAJAS,2008-12-01,1252
PALMA DE MALLORCA,2008-12-01,135
NICE-COTE D'AZUR,2008-12-01,863
PARIS-CHARLES DE GAULLE,2008-12-01,2759
MILANO/MALPENSA,2008-12-01,1376
ROMA/FIUMICINO,2008-12-01,930
AMSTERDAM/SCHIPHOL,2008-12-01,2474
PORTO,2008-12-01,3382
LISBOA,2008-12-01,1076
MONASTIR/HABIB BOURGUIBA,2008-12-01,569
DJERBA/ZARZIS,2008-12-01,269
LONDON GATWICK,2008-12-01,2368
LONDON/CITY,2008-12-01,5417
WIEN-SCHWECHAT,2008-11-01,2454
GENEVA,2008-11-01,1474
